timestamp,event,description_sinhala,description_english
2025-09-19 00:32:15,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:32:16,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 00:32:18,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:32:19,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 0s),Animals left the farm (Duration: 0s)
2025-09-19 00:32:20,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:33:03,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:33:04,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 00:33:06,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:33:07,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 00:33:10,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:33:15,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 5s),Animals left the farm (Duration: 5s)
2025-09-19 00:33:20,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:33:21,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 00:33:23,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:33:24,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 00:33:27,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:44:28,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:44:31,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 3s),Animals left the farm (Duration: 3s)
2025-09-19 00:44:40,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:44:43,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 3s),Animals left the farm (Duration: 3s)
2025-09-19 00:44:48,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:44:50,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 00:44:51,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:44:52,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 0s),Animals left the farm (Duration: 0s)
2025-09-19 00:44:53,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:44:57,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 3s),Animals left the farm (Duration: 3s)
2025-09-19 00:44:58,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:44:59,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 00:45:02,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:45:10,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 7s),Animals left the farm (Duration: 7s)
2025-09-19 00:45:14,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:45:15,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 0s),Animals left the farm (Duration: 0s)
2025-09-19 00:45:26,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:45:36,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 9s),Animals left the farm (Duration: 9s)
2025-09-19 00:45:42,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:46:27,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 45s),Animals left the farm (Duration: 45s)
2025-09-19 00:46:34,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:46:35,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 00:46:37,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:47:12,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 34s),Animals left the farm (Duration: 34s)
2025-09-19 00:47:14,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:47:15,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 00:47:17,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:47:28,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 10s),Animals left the farm (Duration: 10s)
2025-09-19 00:47:30,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:47:40,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 10s),Animals left the farm (Duration: 10s)
2025-09-19 00:47:43,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:47:46,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 2s),Animals left the farm (Duration: 2s)
2025-09-19 00:47:48,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:48:07,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 19s),Animals left the farm (Duration: 19s)
2025-09-19 00:48:10,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:48:11,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 0s),Animals left the farm (Duration: 0s)
2025-09-19 00:48:12,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:49:16,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:49:19,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 3s),Animals left the farm (Duration: 3s)
2025-09-19 00:49:20,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:49:23,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 2s),Animals left the farm (Duration: 2s)
2025-09-19 00:49:54,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:49:56,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 2s),Animals left the farm (Duration: 2s)
2025-09-19 00:49:57,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:50:00,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 2s),Animals left the farm (Duration: 2s)
2025-09-19 00:50:13,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:50:26,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 12s),Animals left the farm (Duration: 12s)
2025-09-19 00:50:31,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:50:33,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 2s),Animals left the farm (Duration: 2s)
2025-09-19 00:50:37,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:50:39,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 2s),Animals left the farm (Duration: 2s)
2025-09-19 00:50:54,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:50:57,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 2s),Animals left the farm (Duration: 2s)
2025-09-19 00:51:25,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:51:28,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 3s),Animals left the farm (Duration: 3s)
2025-09-19 00:51:30,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:51:35,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 4s),Animals left the farm (Duration: 4s)
2025-09-19 00:51:53,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:51:55,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 2s),Animals left the farm (Duration: 2s)
2025-09-19 00:51:57,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:51:59,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 00:52:01,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:52:04,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 3s),Animals left the farm (Duration: 3s)
2025-09-19 00:52:16,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:52:18,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 00:52:21,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:52:23,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 00:52:26,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:52:28,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 00:52:34,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:52:36,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 2s),Animals left the farm (Duration: 2s)
2025-09-19 00:52:41,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 00:52:53,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 11s),Animals left the farm (Duration: 11s)
2025-09-19 01:26:38,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:26:48,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 10s),Animals left the farm (Duration: 10s)
2025-09-19 01:26:53,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:27:05,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 12s),Animals left the farm (Duration: 12s)
2025-09-19 01:27:07,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:27:09,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:27:10,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:27:12,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:27:16,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:27:18,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:27:40,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:27:42,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:27:44,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:27:46,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:27:48,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:27:51,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 3s),Animals left the farm (Duration: 3s)
2025-09-19 01:27:57,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:28:01,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 3s),Animals left the farm (Duration: 3s)
2025-09-19 01:28:07,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:28:09,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:28:10,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:28:13,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 2s),Animals left the farm (Duration: 2s)
2025-09-19 01:28:16,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:28:21,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 4s),Animals left the farm (Duration: 4s)
2025-09-19 01:28:24,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:28:30,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 5s),Animals left the farm (Duration: 5s)
2025-09-19 01:28:44,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:28:46,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:28:54,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:28:56,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:29:17,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:29:30,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 13s),Animals left the farm (Duration: 13s)
2025-09-19 01:29:40,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:29:41,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:29:46,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:29:48,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:29:55,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:29:58,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 2s),Animals left the farm (Duration: 2s)
2025-09-19 01:30:11,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:30:13,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:30:19,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:30:21,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:30:23,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:30:27,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 3s),Animals left the farm (Duration: 3s)
2025-09-19 01:30:39,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:30:41,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:30:53,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:30:55,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:30:58,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:30:59,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:31:00,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:31:03,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 3s),Animals left the farm (Duration: 3s)
2025-09-19 01:31:08,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:31:10,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:31:15,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:31:17,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:31:25,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:31:27,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:31:28,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:31:30,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:31:31,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:31:33,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:31:44,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:31:47,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 2s),Animals left the farm (Duration: 2s)
2025-09-19 01:31:50,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:31:52,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:32:01,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:32:03,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:32:15,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:32:19,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 4s),Animals left the farm (Duration: 4s)
2025-09-19 01:32:26,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:32:35,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 9s),Animals left the farm (Duration: 9s)
2025-09-19 01:32:39,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:32:43,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 3s),Animals left the farm (Duration: 3s)
2025-09-19 01:32:56,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:33:00,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 3s),Animals left the farm (Duration: 3s)
2025-09-19 01:33:07,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:33:09,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 2s),Animals left the farm (Duration: 2s)
2025-09-19 01:33:10,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:33:12,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:33:13,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:33:15,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 2s),Animals left the farm (Duration: 2s)
2025-09-19 01:33:24,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:33:26,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:33:36,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:33:38,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 2s),Animals left the farm (Duration: 2s)
2025-09-19 01:33:45,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:33:48,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 2s),Animals left the farm (Duration: 2s)
2025-09-19 01:33:55,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:33:57,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 2s),Animals left the farm (Duration: 2s)
2025-09-19 01:33:57,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:33:59,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 2s),Animals left the farm (Duration: 2s)
2025-09-19 01:34:10,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:34:14,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 3s),Animals left the farm (Duration: 3s)
2025-09-19 01:34:15,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:34:17,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:34:22,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:34:23,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:34:24,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:34:26,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:34:27,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:34:29,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:34:36,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:34:40,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 4s),Animals left the farm (Duration: 4s)
2025-09-19 01:34:43,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:34:54,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 10s),Animals left the farm (Duration: 10s)
2025-09-19 01:34:56,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:34:58,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 2s),Animals left the farm (Duration: 2s)
2025-09-19 01:35:01,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:35:03,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:35:26,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:35:28,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:35:29,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:35:31,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:35:32,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:35:47,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 14s),Animals left the farm (Duration: 14s)
2025-09-19 01:35:51,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:35:55,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 4s),Animals left the farm (Duration: 4s)
2025-09-19 01:36:13,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:36:15,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:36:20,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:36:22,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 2s),Animals left the farm (Duration: 2s)
2025-09-19 01:36:31,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:37:24,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 53s),Animals left the farm (Duration: 53s)
2025-09-19 01:37:26,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:37:32,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 6s),Animals left the farm (Duration: 6s)
2025-09-19 01:37:34,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:37:42,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 7s),Animals left the farm (Duration: 7s)
2025-09-19 01:37:43,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:37:47,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 4s),Animals left the farm (Duration: 4s)
2025-09-19 01:37:52,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:38:00,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 8s),Animals left the farm (Duration: 8s)
2025-09-19 01:38:10,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:38:12,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 1s),Animals left the farm (Duration: 1s)
2025-09-19 01:38:15,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:38:17,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 2s),Animals left the farm (Duration: 2s)
2025-09-19 01:38:20,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
2025-09-19 01:38:24,EXIT,සතුන් වත්තෙන් පිටවී ගොස් ඇත (කාලය: 3s),Animals left the farm (Duration: 3s)
2025-09-19 01:38:27,ENTER,සතුන් වත්තට ඇතුළු වී ඇත,Animals entered the farm
